# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20241207-20241208
# ----------------------------------------

Clicked Batchcode,Country,Region,Town/City,Event count
(not set),Germany,North Rhine-Westphalia,Minden,7
(not set),Germany,North Rhine-Westphalia,Rheine,7
(not set),Germany,Saxony,Plauen,7
(not set),Germany,Schleswig-Holstein,Itzehoe,7
(not set),Japan,Tochigi,Nasukarasuyama,7
(not set),Netherlands,Utrecht,Houten,7
(not set),New Zealand,Waikato,Huntington,7
(not set),Poland,Lesser Poland Voivodeship,Krakow,7
(not set),Spain,Andalusia,Malaga,7
(not set),United Kingdom,England,Brighton,7
(not set),United States,California,Burlingame,7
(not set),United States,California,Oakland,7
(not set),United States,California,Riverside,7
(not set),United States,Florida,Jacksonville,7
(not set),United States,Georgia,(not set),7
(not set),United States,Georgia,Loganville,7
(not set),United States,New York,Yorktown Heights,7
(not set),United States,Ohio,Columbus,7
(not set),United States,Ohio,Coshocton,7
(not set),United States,Tennessee,Nashville,7
(not set),United States,Utah,American Fork,7
ABV3374,Germany,Schleswig-Holstein,Altenholz,7
(not set),Canada,Alberta,Edmonton,8
(not set),Canada,British Columbia,Creston,8
(not set),Canada,Ontario,Windsor,8
(not set),France,Brittany,(not set),8
(not set),France,Hauts-de-France,Lens,8
(not set),France,Nouvelle-Aquitaine,Bordeaux,8
(not set),Germany,Baden-Wurttemberg,Langenau,8
(not set),Germany,Bavaria,Passau,8
(not set),Germany,Bavaria,Sonthofen,8
(not set),Germany,Brandenburg,Brandenburg,8
(not set),Germany,Brandenburg,Luckenwalde,8
(not set),Germany,Lower Saxony,Northeim,8
(not set),Germany,North Rhine-Westphalia,Burbach,8
(not set),Germany,North Rhine-Westphalia,Winterberg,8
(not set),Germany,North Rhine-Westphalia,Wuppertal,8
(not set),Germany,Rhineland-Palatinate,Simmern,8
(not set),Germany,Saxony-Anhalt,Burg bei Magdeburg,8
(not set),Germany,Schleswig-Holstein,Eckernforde,8
(not set),Germany,Schleswig-Holstein,Kiel,8
(not set),Greece,Decentralized Administration of Macedonia and Thrace,Panorama,8
(not set),Italy,Veneto,(not set),8
(not set),Netherlands,South Holland,Naaldwijk,8
(not set),Netherlands,South Holland,Rotterdam,8
(not set),Norway,Akershus,Frogn Municipality,8
(not set),Sweden,Skane County,Hassleholm,8
(not set),Switzerland,Canton of Bern,Biel/Bienne,8
(not set),Switzerland,Lucerne,Lucerne,8
(not set),United Kingdom,England,Great Sankey,8
(not set),United Kingdom,England,Manchester,8
(not set),United Kingdom,England,Poole,8
(not set),United Kingdom,Scotland,Dalkeith,8
(not set),United States,Kentucky,Bowling Green,8
(not set),United States,Louisiana,New Orleans,8
(not set),United States,Michigan,Plainfield charter Township,8
(not set),United States,New Jersey,Toms River,8
(not set),United States,Pennsylvania,Fayetteville,8
30155BA,United States,Virginia,Ashburn,8
(not set),Belgium,Flanders,Lille,9
(not set),Brazil,State of Sao Paulo,Sao Paulo,9
(not set),Canada,British Columbia,West Vancouver,9
(not set),Canada,Ontario,Brantford,9
(not set),Germany,Baden-Wurttemberg,Hockenheim,9
(not set),Germany,Baden-Wurttemberg,Wangen im Allgau,9
(not set),Germany,Bavaria,Kempten,9
(not set),Germany,Bavaria,Oettingen in Bayern,9
(not set),Germany,Lower Saxony,Hanover,9
(not set),Germany,North Rhine-Westphalia,Borken,9
(not set),Germany,North Rhine-Westphalia,Remscheid,9
(not set),Germany,Rhineland-Palatinate,Alzey,9
(not set),Germany,Rhineland-Palatinate,Ludwigshafen,9
(not set),Germany,Saxony,Hoyerswerda,9
(not set),Netherlands,North Holland,Amsterdam,9
(not set),Norway,Buskerud,Kongsberg,9
(not set),Poland,Greater Poland Voivodeship,Poznan,9
(not set),Spain,Catalonia,Barcelona,9
(not set),Spain,Galicia,Vigo,9
(not set),United Kingdom,England,Croydon,9
(not set),United Kingdom,England,Huddersfield,9
(not set),United States,Arizona,Phoenix,9
(not set),United States,California,Long Beach,9
(not set),United States,Colorado,(not set),9
(not set),United States,Florida,Brandon,9
(not set),United States,Hawaii,Honolulu,9
(not set),United States,Kansas,Overland Park,9
(not set),United States,Minnesota,Golden Valley,9
(not set),United States,New Jersey,Denville,9
(not set),United States,South Carolina,North Augusta,9
(not set),United States,Texas,Haltom City,9
(not set),Belgium,Flanders,Vorselaar,10
(not set),Canada,British Columbia,Prince George,10
(not set),Czechia,Pardubice Region,Policka,10
(not set),Germany,Baden-Wurttemberg,Oberhausen-Rheinhausen,10
(not set),Germany,Baden-Wurttemberg,Rottenburg,10
(not set),Germany,Bavaria,Ingolstadt,10
(not set),Germany,Bavaria,Penzberg,10
(not set),Germany,Hessen,Griesheim,10
(not set),Germany,North Rhine-Westphalia,Olpe,10
(not set),Lithuania,Kaunas County,Kaunas,10
(not set),Netherlands,South Holland,The Hague,10
(not set),Portugal,Setubal,Montijo,10
(not set),Switzerland,Glarus,Nafels,10
(not set),United Kingdom,England,Bristol,10
(not set),United Kingdom,England,Grantham,10
(not set),United Kingdom,Wales,Pontypool,10
(not set),United States,California,Fillmore,10
(not set),United States,California,San Jose,10
(not set),United States,Illinois,Macomb,10
(not set),United States,Michigan,Owosso,10
(not set),United States,North Carolina,(not set),10
(not set),United States,North Carolina,Charlotte,10
(not set),United States,Ohio,Paxton Township,10
(not set),Canada,British Columbia,Shawnigan Lake,11
(not set),Czechia,Prague,Prague,11
(not set),France,Brittany,Rennes,11
(not set),Germany,Baden-Wurttemberg,Rastatt,11
(not set),Germany,Lower Saxony,Achim,11
(not set),Germany,Lower Saxony,Cloppenburg,11
(not set),Germany,Lower Saxony,Soltau,11
(not set),Germany,North Rhine-Westphalia,Dortmund,11
(not set),Germany,Thuringia,Saalfeld,11
(not set),Ireland,County Dublin,Dublin,11
(not set),Italy,Calabria,Reggio Calabria,11
(not set),Sweden,Skane County,Helsingborg,11
(not set),Sweden,Stockholm County,Stockholm,11
(not set),United Kingdom,England,(not set),11
(not set),United Kingdom,England,Stoke-on-Trent,11
(not set),United States,(not set),(not set),11
(not set),United States,North Carolina,Greenville,11
(not set),United States,Oklahoma,Duncan,11
(not set),Canada,Nova Scotia,Berwick,12
(not set),Germany,Baden-Wurttemberg,(not set),12
(not set),Germany,Lower Saxony,Luneburg,12
(not set),Germany,North Rhine-Westphalia,(not set),12
(not set),Germany,North Rhine-Westphalia,Bocholt,12
(not set),Germany,Saxony,Grimma,12
(not set),Germany,Saxony,Zwenkau,12
(not set),Italy,Campania,Castellammare di Stabia,12
(not set),New Zealand,Wellington,Wellington,12
(not set),Norway,(not set),(not set),12
(not set),United States,Florida,Orlando,12
(not set),United States,Maryland,Owings Mills,12
(not set),United States,Oklahoma,Oklahoma City,12
(not set),United States,South Dakota,Belle Fourche,12
(not set),United States,Texas,San Antonio,12
FL3560,Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,12
(not set),Germany,Bremen,Bremen,13
(not set),Germany,Mecklenburg-Vorpommern,(not set),13
(not set),Germany,North Rhine-Westphalia,Essen,13
(not set),Greece,Attica,Athens,13
(not set),Netherlands,Friesland,Leeuwarden,13
(not set),United Kingdom,England,Milton Keynes,13
(not set),United States,Michigan,Detroit,13
(not set),United States,Ohio,(not set),13
(not set),United States,South Carolina,Columbia,13
(not set),United States,Texas,Fort Worth,13
(not set),Finland,Pirkanmaa,Tampere,14
(not set),Germany,(not set),(not set),14
(not set),Germany,Baden-Wurttemberg,Ellwangen,14
(not set),Germany,Mecklenburg-Vorpommern,Neustrelitz,14
(not set),Germany,North Rhine-Westphalia,Hamm,14
(not set),Italy,Piedmont,Turin,14
(not set),Italy,Veneto,San Bonifacio,14
(not set),Netherlands,(not set),(not set),14
(not set),Germany,Bavaria,Dachau,15
(not set),Germany,Bavaria,Grafenwohr,15
(not set),Germany,Saarland,Losheim am See,15
(not set),Italy,Friuli-Venezia Giulia,Trieste,15
(not set),United States,District of Columbia,Washington,15
(not set),United States,Florida,(not set),15
(not set),United States,Pennsylvania,Aliquippa,15
EM0477,Germany,North Rhine-Westphalia,Cologne,15
(not set),Germany,Baden-Wurttemberg,Kirchheim unter Teck,16
(not set),Germany,North Rhine-Westphalia,Siegen,16
(not set),Japan,Shiga,Otsu,16
(not set),Netherlands,Gelderland,Wijchen,16
(not set),Slovenia,Ljubljana,Ljubljana,16
(not set),United States,Massachusetts,Boston,16
(not set),Germany,Baden-Wurttemberg,Geislingen,17
(not set),Germany,Baden-Wurttemberg,Kehl,17
(not set),United States,Texas,Henderson,17
(not set),Canada,New Brunswick,Moncton,18
(not set),Germany,Baden-Wurttemberg,Freiburg im Breisgau,18
(not set),Germany,Hessen,(not set),18
(not set),Italy,Emilia-Romagna,Bologna,18
(not set),United States,North Carolina,Waxhaw,18
(not set),Germany,Baden-Wurttemberg,Mannheim,19
(not set),Germany,North Rhine-Westphalia,Iserlohn,19
(not set),Canada,Ontario,Mississauga,20
(not set),Germany,Bavaria,Nuremberg,20
(not set),Canada,British Columbia,Vancouver,21
(not set),Croatia,City of Zagreb,Zagreb,21
(not set),Poland,Masovian Voivodeship,Warsaw,21
(not set),United States,Colorado,Parker,21
(not set),United States,New Jersey,Bordentown,21
(not set),Italy,Lombardy,Milan,22
(not set),Spain,Valencian Community,Alicante,22
(not set),Argentina,Buenos Aires,Buenos Aires,23
(not set),Germany,Rhineland-Palatinate,Bad Kreuznach,23
(not set),United States,Texas,(not set),23
(not set),Germany,Bavaria,(not set),24
(not set),Netherlands,Utrecht,Utrecht,24
(not set),Norway,Trondelag,Trondheim Municipality,24
(not set),Indonesia,South Sumatra,Sosoh Buay Rayap,25
(not set),United States,California,Los Altos,25
(not set),Canada,Ontario,Toronto,26
(not set),Lithuania,Vilnius County,Vilnius,26
(not set),Australia,New South Wales,Sydney,27
(not set),Germany,Baden-Wurttemberg,Buhl,27
(not set),Portugal,Lisbon,Lisbon,28
(not set),Germany,Baden-Wurttemberg,Pforzheim,29
(not set),Germany,Hamburg,Hamburg,29
(not set),Germany,Baden-Wurttemberg,Bietigheim-Bissingen,30
(not set),United States,Wisconsin,Milwaukee,30
(not set),Germany,Saxony,Leipzig,32
(not set),Germany,North Rhine-Westphalia,Dusseldorf,33
(not set),Canada,Quebec,Montreal,34
(not set),Australia,Queensland,Brisbane,35
(not set),Colombia,Cundinamarca,Fusagasuga,35
(not set),United States,Washington,Seattle,37
(not set),Germany,Baden-Wurttemberg,Stuttgart,38
(not set),Germany,North Rhine-Westphalia,Cologne,41
(not set),Germany,Schleswig-Holstein,Altenholz,41
(not set),Australia,Victoria,Melbourne,45
(not set),Germany,North Rhine-Westphalia,Munster,45
(not set),Hungary,Budapest,Budapest,45
(not set),Malaysia,Federal Territory of Kuala Lumpur,Kuala Lumpur,47
(not set),Switzerland,Zurich,Zurich,48
(not set),United States,Pennsylvania,Philadelphia,50
(not set),Germany,Bavaria,Augsburg,51
(not set),United States,California,Los Angeles,53
(not set),United States,Georgia,Atlanta,53
(not set),United States,Illinois,Chicago,60
(not set),United States,Florida,Miami,67
(not set),United Kingdom,England,London,75
(not set),United States,Texas,Dallas,77
(not set),Germany,Lower Saxony,Rotenburg,81
(not set),Austria,Vienna,Vienna,84
(not set),Germany,Bavaria,Munich,89
(not set),United States,Virginia,Ashburn,92
(not set),United States,New York,New York,98
(not set),Germany,Berlin,Berlin,153
(not set),Germany,Hessen,Frankfurt,258

