# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Batchcode Search Term
# 20230211-20230411
# ----------------------------------------

Land,United States,Germany,Canada,Italy,United Kingdom,Japan,Brazil,Australia,Poland,Austria,Hungary,Netherlands,Romania,France,Switzerland,Spain,Sweden,Philippines,New Zealand,Mexico,Gesamt
Batchcode Search Term,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl
FC,1,3,0,2,0,1,9,0,1,0,0,0,0,3,0,2,0,0,0,0,28
FG3527,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28
FH0161,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,28
FL7649,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,28
GJ2524,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28
017G21A,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
021B21A,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
028A21A,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
092F21A,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
EJ6796,0,12,0,2,1,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,27
ER1749,0,0,0,5,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27
FE8405,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,27
FF3318,0,11,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,27
LOT214012,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
SCRW2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27
009C21A,18,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
039K20A,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
040A21A,23,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,26
1C007A,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,26
2,11,3,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,26
301308A,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
33130BA,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
ACB3738,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
EW0180,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
EW0187,12,0,5,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,26
EW0193,2,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
EW0198,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
FC5436,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,26
FE3594,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
FE6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
FF2382,0,2,2,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,26
FG4493,0,0,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26
FK9729,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26
SCVY8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
SDEJ8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26
003C21A,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
011M20A,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
026L20A,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1D012A,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
30135BA,21,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25
EL1283,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
EL3247,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
FC5435,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
FD4555,0,4,1,0,0,0,0,0,0,7,3,0,4,0,0,2,1,0,0,0,25
FD5996,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,25
FD8813,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25
FF0688,0,0,0,10,0,0,0,0,0,0,0,5,0,0,7,3,0,0,0,0,25
FH3221,8,0,0,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,25
FJ8757,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
001A21A,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
012F21A,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
013A21A,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
036A21A,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
042A21A,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
045A21A,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
088D21A,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1808980,14,5,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,24
1855190,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
ACC1336,1,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24
EJ6795,0,1,1,0,0,0,0,0,2,0,0,1,4,14,0,0,0,0,0,0,24
EL1484,0,1,0,17,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,24
EL9261,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
ET8885,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
FD0809,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
FG3712,0,0,1,1,6,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,24
FJ5973,0,0,0,1,0,0,0,8,0,5,0,0,9,0,0,0,1,0,0,0,24
SCTN4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24
001B21A,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
011A21A,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
017B21A,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
025B21A,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
027A21A,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
027L20A,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
029A21A,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
032B21A,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
044A21A,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23
046A21A,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
052C21A,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
091D21A,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1D018A,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
4120Z002,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,23
EM9809,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
FE7010,0,0,0,5,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,23
FE8244,0,0,0,0,0,0,0,0,0,4,14,0,0,5,0,0,0,0,0,0,23
FF8288,1,1,0,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23
FG6270,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
FG6273,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,23
Fh,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23
SCJU6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
SCPT7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
002A21A,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
006M20A,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
028L20A,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1E029A,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1F1022A,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
5019400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
EJ1685,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22
ER,5,7,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22
EY0578,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
FC3143,1,1,0,1,0,0,0,0,0,0,0,11,0,1,1,4,0,0,0,0,22
FD1921,0,2,0,5,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,22
FD8274,0,1,0,1,0,0,0,0,12,0,2,0,0,0,0,1,0,0,0,0,22
FE1248,0,2,0,2,0,0,0,0,0,0,0,1,0,2,0,15,0,0,0,0,22
FE62,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22
FH,4,1,1,0,0,1,0,5,5,1,0,0,0,0,0,0,0,0,1,0,22
FK5127,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
FL3560,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
FP8234,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
SDHP9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
001C21A,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
002B21A,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
007B21A,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
012M20A,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
025J20-2A,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
059H21A,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
085D21A,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1822809,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
ACB5317,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
ACB5318,0,18,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,21
EW3143,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
EX,0,14,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
EX3617,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
EX7389,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21
FA1027,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
FC5029,0,0,0,2,0,1,0,1,5,0,0,0,0,0,0,0,0,0,2,0,21
FF2832,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,2,4,0,0,0,21
FH9678,0,8,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,7,0,21
FN5254,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
FT5177 ,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
016B21A,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
016E21A,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
019B21A,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
027C21A,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
031H21A,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
045D21A,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1C008A,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1C009A,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1D014A,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
1E024A,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1E028A,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1H049A,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
207A21A,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
20A,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20
30130BA,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
31043TB,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ABV3374,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
EK5730,17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
EL0142,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
EL3248,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
EL8982,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
EP9598,0,13,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20
EP9605,0,3,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,1,0,20
EW0207,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
EY0579,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,20
FA8016,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,20
FH8028,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
FK9706,0,0,4,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20
FL 7649,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20
FL3198,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
XD974,0,6,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20
008C21A,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
021C21A,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
030M20A,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
042B21A,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
044B21A,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
045C21A,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
047A21A,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3001442-39,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3002538,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
EK4176,12,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19
ET3620,0,0,0,6,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,19
EW2239,0,0,0,0,0,0,0,0,0,4,1,0,0,5,0,2,0,0,0,0,19
FC1131,0,0,0,15,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,19
FC1436,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
FD5613,0,0,0,1,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
FG7372,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,19
FJ1614,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
FJ1620,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19
FJ8762,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
FK9712,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
FL3197,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
FM9992,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
FN1448,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19
FN3543,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19
GH9715,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
GK0924,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
SCVT5,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19
SDEW9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
XD955,0,8,0,5,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,19
XE423,2,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19
000030A,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
012A21A,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
016C21A,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
037A21B,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1808609,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1822811,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3001652,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3001658,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,18
3003185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18
4,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ER7449,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18
EW5279,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,18
EY4825,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
FE8162,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
FG3716,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,18
FJ1611,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
PW40010,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
004C21A,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
016G21A,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,17
023M20A,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
030B21A,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
034F21A,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
042D21A,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
1D016A,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
300,0,3,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17
30011TB,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
4120Z003,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
9,7,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
CH.-B.:SCVK4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
EJ6789,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,17
EL0725,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,17
ER2659,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
EX0893,0,1,0,7,0,0,0,0,0,2,0,3,0,4,0,0,0,0,0,0,17
FA5715,0,0,0,2,0,2,0,0,9,0,0,1,0,0,0,3,0,0,0,0,17
FC1526,0,2,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17
FD0785,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,17
FD0932,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,17
FD4342,0,0,0,1,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,17
FD7218,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
FE1510,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
FE2707,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
FF0680,0,0,0,5,0,0,0,0,0,3,2,0,0,0,0,0,6,0,0,0,17
FF7481,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
FK0108,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
FL1072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17
PV46672,1,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
PV46679,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
01ES09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
032F21A,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
032M20A,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
033H21A,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
038C21A,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
041A21A,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
046B21A,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16
048A21A,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1D013A,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
1F1020A,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16
203A21A,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
212A21A,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16
30,7,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3002,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16
301558A,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
330308D,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
A105021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
EJ,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
EL3246,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
EW2245,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
EX2405,0,1,0,1,0,0,10,0,0,0,0,0,0,1,0,0,1,0,1,0,16
FA4598,0,1,0,1,0,0,0,1,0,3,6,0,0,1,0,1,0,0,0,0,16
FA9090,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16
FC3098,0,2,0,6,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,16
FC9001,0,0,0,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
FE8163,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,16
FH0114,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,10,0,16
FH4092,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,16
FJ5790,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
FK5618,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
FK8911,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,16
FL3203,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
FP8191,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16
GJ6742,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
JOHNSON,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16
PW40009,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
SCUE1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
TEST,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
XD985,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
004F21A,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
017E21A,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
026B21A,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
029L20A,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
036B21A,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
043H22A,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
047C21A,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
048F21A,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
093D21A,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1C011A,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1F1004A,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15
1F1049A,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
202106B1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
